word,sentiment,lexicon,score
ridiculed,negative,loughran,NA
ridicules,negative,loughran,NA
ridiculing,negative,loughran,NA
riskier,negative,loughran,NA
riskiest,negative,loughran,NA
risky,negative,loughran,NA
sabotage,negative,loughran,NA
sacrifice,negative,loughran,NA
sacrificed,negative,loughran,NA
sacrifices,negative,loughran,NA
sacrificial,negative,loughran,NA
sacrificing,negative,loughran,NA
scandalous,negative,loughran,NA
scandals,negative,loughran,NA
scrutinize,negative,loughran,NA
scrutinized,negative,loughran,NA
scrutinizes,negative,loughran,NA
scrutinizing,negative,loughran,NA
scrutiny,negative,loughran,NA
secrecy,negative,loughran,NA
seize,negative,loughran,NA
seized,negative,loughran,NA
seizes,negative,loughran,NA
seizing,negative,loughran,NA
sentenced,negative,loughran,NA
sentencing,negative,loughran,NA
serious,negative,loughran,NA
seriously,negative,loughran,NA
seriousness,negative,loughran,NA
setback,negative,loughran,NA
setbacks,negative,loughran,NA
sever,negative,loughran,NA
severe,negative,loughran,NA
severed,negative,loughran,NA
severely,negative,loughran,NA
severities,negative,loughran,NA
severity,negative,loughran,NA
sharply,negative,loughran,NA
shocked,negative,loughran,NA
shortage,negative,loughran,NA
shortages,negative,loughran,NA
shortfall,negative,loughran,NA
shortfalls,negative,loughran,NA
shrinkage,negative,loughran,NA
shrinkages,negative,loughran,NA
shut,negative,loughran,NA
shutdown,negative,loughran,NA
shutdowns,negative,loughran,NA
shuts,negative,loughran,NA
shutting,negative,loughran,NA
slander,negative,loughran,NA
slandered,negative,loughran,NA
slanderous,negative,loughran,NA
slanders,negative,loughran,NA
slippage,negative,loughran,NA
slippages,negative,loughran,NA
slow,negative,loughran,NA
slowdown,negative,loughran,NA
slowdowns,negative,loughran,NA
slowed,negative,loughran,NA
slower,negative,loughran,NA
slowest,negative,loughran,NA
slowing,negative,loughran,NA
slowly,negative,loughran,NA
slowness,negative,loughran,NA
sluggish,negative,loughran,NA
sluggishly,negative,loughran,NA
sluggishness,negative,loughran,NA
solvencies,negative,loughran,NA
solvency,negative,loughran,NA
spam,negative,loughran,NA
spammers,negative,loughran,NA
spamming,negative,loughran,NA
staggering,negative,loughran,NA
stagnant,negative,loughran,NA
stagnate,negative,loughran,NA
stagnated,negative,loughran,NA
stagnates,negative,loughran,NA
stagnating,negative,loughran,NA
stagnation,negative,loughran,NA
standstill,negative,loughran,NA
standstills,negative,loughran,NA
stolen,negative,loughran,NA
stoppage,negative,loughran,NA
stoppages,negative,loughran,NA
stopped,negative,loughran,NA
stopping,negative,loughran,NA
stops,negative,loughran,NA
strain,negative,loughran,NA
strained,negative,loughran,NA
straining,negative,loughran,NA
strains,negative,loughran,NA
stress,negative,loughran,NA
stressed,negative,loughran,NA
stresses,negative,loughran,NA
stressful,negative,loughran,NA
stressing,negative,loughran,NA
stringent,negative,loughran,NA
subjected,negative,loughran,NA
subjecting,negative,loughran,NA
subjection,negative,loughran,NA
subpoena,negative,loughran,NA
subpoenaed,negative,loughran,NA
subpoenas,negative,loughran,NA
substandard,negative,loughran,NA
sue,negative,loughran,NA
sued,negative,loughran,NA
sues,negative,loughran,NA
suffer,negative,loughran,NA
suffered,negative,loughran,NA
suffering,negative,loughran,NA
suffers,negative,loughran,NA
suing,negative,loughran,NA
summoned,negative,loughran,NA
summoning,negative,loughran,NA
summons,negative,loughran,NA
summonses,negative,loughran,NA
susceptibility,negative,loughran,NA
susceptible,negative,loughran,NA
suspect,negative,loughran,NA
suspected,negative,loughran,NA
suspects,negative,loughran,NA
suspend,negative,loughran,NA
suspended,negative,loughran,NA
suspending,negative,loughran,NA
suspends,negative,loughran,NA
suspension,negative,loughran,NA
suspensions,negative,loughran,NA
suspicion,negative,loughran,NA
suspicions,negative,loughran,NA
suspicious,negative,loughran,NA
suspiciously,negative,loughran,NA
taint,negative,loughran,NA
tainted,negative,loughran,NA
tainting,negative,loughran,NA
taints,negative,loughran,NA
tampered,negative,loughran,NA
tense,negative,loughran,NA
terminate,negative,loughran,NA
terminated,negative,loughran,NA
terminates,negative,loughran,NA
terminating,negative,loughran,NA
termination,negative,loughran,NA
terminations,negative,loughran,NA
testify,negative,loughran,NA
testifying,negative,loughran,NA
threat,negative,loughran,NA
threaten,negative,loughran,NA
threatened,negative,loughran,NA
threatening,negative,loughran,NA
threatens,negative,loughran,NA
threats,negative,loughran,NA
tightening,negative,loughran,NA
tolerate,negative,loughran,NA
tolerated,negative,loughran,NA
tolerates,negative,loughran,NA
tolerating,negative,loughran,NA
toleration,negative,loughran,NA
tortuous,negative,loughran,NA
tortuously,negative,loughran,NA
tragedies,negative,loughran,NA
tragedy,negative,loughran,NA
tragic,negative,loughran,NA
tragically,negative,loughran,NA
traumatic,negative,loughran,NA
trouble,negative,loughran,NA
troubled,negative,loughran,NA
troubles,negative,loughran,NA
turbulence,negative,loughran,NA
turmoil,negative,loughran,NA
unable,negative,loughran,NA
unacceptable,negative,loughran,NA
unacceptably,negative,loughran,NA
unaccounted,negative,loughran,NA
unannounced,negative,loughran,NA
unanticipated,negative,loughran,NA
unapproved,negative,loughran,NA
unattractive,negative,loughran,NA
unauthorized,negative,loughran,NA
unavailability,negative,loughran,NA
unavailable,negative,loughran,NA
unavoidable,negative,loughran,NA
unavoidably,negative,loughran,NA
unaware,negative,loughran,NA
uncollectable,negative,loughran,NA
uncollected,negative,loughran,NA
uncollectibility,negative,loughran,NA
uncollectible,negative,loughran,NA
uncollectibles,negative,loughran,NA
uncompetitive,negative,loughran,NA
uncompleted,negative,loughran,NA
unconscionable,negative,loughran,NA
unconscionably,negative,loughran,NA
uncontrollable,negative,loughran,NA
uncontrollably,negative,loughran,NA
uncontrolled,negative,loughran,NA
uncorrected,negative,loughran,NA
uncover,negative,loughran,NA
uncovered,negative,loughran,NA
uncovering,negative,loughran,NA
uncovers,negative,loughran,NA
undeliverable,negative,loughran,NA
undelivered,negative,loughran,NA
undercapitalized,negative,loughran,NA
undercut,negative,loughran,NA
undercuts,negative,loughran,NA
undercutting,negative,loughran,NA
underestimate,negative,loughran,NA
underestimated,negative,loughran,NA
underestimates,negative,loughran,NA
underestimating,negative,loughran,NA
underestimation,negative,loughran,NA
underfunded,negative,loughran,NA
underinsured,negative,loughran,NA
undermine,negative,loughran,NA
undermined,negative,loughran,NA
undermines,negative,loughran,NA
undermining,negative,loughran,NA
underpaid,negative,loughran,NA
underpayment,negative,loughran,NA
underpayments,negative,loughran,NA
underpays,negative,loughran,NA
underperform,negative,loughran,NA
underperformance,negative,loughran,NA
underperformed,negative,loughran,NA
underperforming,negative,loughran,NA
underperforms,negative,loughran,NA
underproduced,negative,loughran,NA
underproduction,negative,loughran,NA
underreporting,negative,loughran,NA
understate,negative,loughran,NA
understated,negative,loughran,NA
understatement,negative,loughran,NA
understatements,negative,loughran,NA
understates,negative,loughran,NA
understating,negative,loughran,NA
underutilization,negative,loughran,NA
underutilized,negative,loughran,NA
undesirable,negative,loughran,NA
undesired,negative,loughran,NA
undetected,negative,loughran,NA
undetermined,negative,loughran,NA
undisclosed,negative,loughran,NA
undocumented,negative,loughran,NA
undue,negative,loughran,NA
unduly,negative,loughran,NA
uneconomic,negative,loughran,NA
uneconomical,negative,loughran,NA
uneconomically,negative,loughran,NA
unemployed,negative,loughran,NA
unemployment,negative,loughran,NA
unethical,negative,loughran,NA
unethically,negative,loughran,NA
unexcused,negative,loughran,NA
unexpected,negative,loughran,NA
unexpectedly,negative,loughran,NA
unfair,negative,loughran,NA
unfairly,negative,loughran,NA
unfavorability,negative,loughran,NA
unfavorable,negative,loughran,NA
unfavorably,negative,loughran,NA
unfavourable,negative,loughran,NA
unfeasible,negative,loughran,NA
unfit,negative,loughran,NA
unfitness,negative,loughran,NA
unforeseeable,negative,loughran,NA
unforeseen,negative,loughran,NA
unforseen,negative,loughran,NA
unfortunate,negative,loughran,NA
unfortunately,negative,loughran,NA
unfounded,negative,loughran,NA
unfriendly,negative,loughran,NA
unfulfilled,negative,loughran,NA
unfunded,negative,loughran,NA
uninsured,negative,loughran,NA
unintended,negative,loughran,NA
unintentional,negative,loughran,NA
unintentionally,negative,loughran,NA
unjust,negative,loughran,NA
unjustifiable,negative,loughran,NA
unjustifiably,negative,loughran,NA
unjustified,negative,loughran,NA
unjustly,negative,loughran,NA
unknowing,negative,loughran,NA
unknowingly,negative,loughran,NA
unlawful,negative,loughran,NA
unlawfully,negative,loughran,NA
unlicensed,negative,loughran,NA
unliquidated,negative,loughran,NA
unmarketable,negative,loughran,NA
unmerchantable,negative,loughran,NA
unmeritorious,negative,loughran,NA
unnecessarily,negative,loughran,NA
unnecessary,negative,loughran,NA
unneeded,negative,loughran,NA
unobtainable,negative,loughran,NA
unoccupied,negative,loughran,NA
unpaid,negative,loughran,NA
unperformed,negative,loughran,NA
unplanned,negative,loughran,NA
unpopular,negative,loughran,NA
unpredictability,negative,loughran,NA
unpredictable,negative,loughran,NA
unpredictably,negative,loughran,NA
unpredicted,negative,loughran,NA
unproductive,negative,loughran,NA
unprofitability,negative,loughran,NA
unprofitable,negative,loughran,NA
unqualified,negative,loughran,NA
unrealistic,negative,loughran,NA
unreasonable,negative,loughran,NA
unreasonableness,negative,loughran,NA
unreasonably,negative,loughran,NA
unreceptive,negative,loughran,NA
unrecoverable,negative,loughran,NA
unrecovered,negative,loughran,NA
unreimbursed,negative,loughran,NA
unreliable,negative,loughran,NA
unremedied,negative,loughran,NA
unreported,negative,loughran,NA
unresolved,negative,loughran,NA
unrest,negative,loughran,NA
unsafe,negative,loughran,NA
unsalable,negative,loughran,NA
unsaleable,negative,loughran,NA
unsatisfactory,negative,loughran,NA
unsatisfied,negative,loughran,NA
unsavory,negative,loughran,NA
unscheduled,negative,loughran,NA
unsellable,negative,loughran,NA
unsold,negative,loughran,NA
unsound,negative,loughran,NA
unstabilized,negative,loughran,NA
unstable,negative,loughran,NA
unsubstantiated,negative,loughran,NA
unsuccessful,negative,loughran,NA
unsuccessfully,negative,loughran,NA
unsuitability,negative,loughran,NA
unsuitable,negative,loughran,NA
unsuitably,negative,loughran,NA
unsuited,negative,loughran,NA
unsure,negative,loughran,NA
unsuspected,negative,loughran,NA
unsuspecting,negative,loughran,NA
unsustainable,negative,loughran,NA
untenable,negative,loughran,NA
untimely,negative,loughran,NA
untrusted,negative,loughran,NA
untruth,negative,loughran,NA
untruthful,negative,loughran,NA
untruthfully,negative,loughran,NA
untruthfulness,negative,loughran,NA
untruths,negative,loughran,NA
unusable,negative,loughran,NA
unwanted,negative,loughran,NA
unwarranted,negative,loughran,NA
unwelcome,negative,loughran,NA
unwilling,negative,loughran,NA
unwillingness,negative,loughran,NA
upset,negative,loughran,NA
urgency,negative,loughran,NA
urgent,negative,loughran,NA
usurious,negative,loughran,NA
usurp,negative,loughran,NA
usurped,negative,loughran,NA
usurping,negative,loughran,NA
usurps,negative,loughran,NA
usury,negative,loughran,NA
vandalism,negative,loughran,NA
verdict,negative,loughran,NA
verdicts,negative,loughran,NA
vetoed,negative,loughran,NA
victims,negative,loughran,NA
violate,negative,loughran,NA
violated,negative,loughran,NA
violates,negative,loughran,NA
violating,negative,loughran,NA
violation,negative,loughran,NA
violations,negative,loughran,NA
violative,negative,loughran,NA
violator,negative,loughran,NA
violators,negative,loughran,NA
violence,negative,loughran,NA
violent,negative,loughran,NA
violently,negative,loughran,NA
vitiate,negative,loughran,NA
vitiated,negative,loughran,NA
vitiates,negative,loughran,NA
vitiating,negative,loughran,NA
vitiation,negative,loughran,NA
voided,negative,loughran,NA
voiding,negative,loughran,NA
volatile,negative,loughran,NA
volatility,negative,loughran,NA
vulnerabilities,negative,loughran,NA
vulnerability,negative,loughran,NA
vulnerable,negative,loughran,NA
vulnerably,negative,loughran,NA
warn,negative,loughran,NA
warned,negative,loughran,NA
warning,negative,loughran,NA
warnings,negative,loughran,NA
warns,negative,loughran,NA
wasted,negative,loughran,NA
wasteful,negative,loughran,NA
wasting,negative,loughran,NA
weak,negative,loughran,NA
weaken,negative,loughran,NA
weakened,negative,loughran,NA
weakening,negative,loughran,NA
weakens,negative,loughran,NA
weaker,negative,loughran,NA
weakest,negative,loughran,NA
weakly,negative,loughran,NA
weakness,negative,loughran,NA
weaknesses,negative,loughran,NA
willfully,negative,loughran,NA
worries,negative,loughran,NA
worry,negative,loughran,NA
worrying,negative,loughran,NA
worse,negative,loughran,NA
worsen,negative,loughran,NA
worsened,negative,loughran,NA
worsening,negative,loughran,NA
worsens,negative,loughran,NA
worst,negative,loughran,NA
worthless,negative,loughran,NA
writedown,negative,loughran,NA
writedowns,negative,loughran,NA
writeoff,negative,loughran,NA
writeoffs,negative,loughran,NA
wrong,negative,loughran,NA
wrongdoing,negative,loughran,NA
wrongdoings,negative,loughran,NA
wrongful,negative,loughran,NA
wrongfully,negative,loughran,NA
wrongly,negative,loughran,NA
able,positive,loughran,NA
abundance,positive,loughran,NA
abundant,positive,loughran,NA
acclaimed,positive,loughran,NA
accomplish,positive,loughran,NA
accomplished,positive,loughran,NA
accomplishes,positive,loughran,NA
accomplishing,positive,loughran,NA
accomplishment,positive,loughran,NA
accomplishments,positive,loughran,NA
achieve,positive,loughran,NA
achieved,positive,loughran,NA
achievement,positive,loughran,NA
achievements,positive,loughran,NA
achieves,positive,loughran,NA
achieving,positive,loughran,NA
adequately,positive,loughran,NA
advancement,positive,loughran,NA
advancements,positive,loughran,NA
advances,positive,loughran,NA
advancing,positive,loughran,NA
advantage,positive,loughran,NA
advantaged,positive,loughran,NA
advantageous,positive,loughran,NA
advantageously,positive,loughran,NA
advantages,positive,loughran,NA
alliance,positive,loughran,NA
alliances,positive,loughran,NA
assure,positive,loughran,NA
assured,positive,loughran,NA
assures,positive,loughran,NA
assuring,positive,loughran,NA
attain,positive,loughran,NA
attained,positive,loughran,NA
attaining,positive,loughran,NA
attainment,positive,loughran,NA
attainments,positive,loughran,NA
attains,positive,loughran,NA
attractive,positive,loughran,NA
attractiveness,positive,loughran,NA
beautiful,positive,loughran,NA
beautifully,positive,loughran,NA
beneficial,positive,loughran,NA
beneficially,positive,loughran,NA
benefit,positive,loughran,NA
benefited,positive,loughran,NA
benefiting,positive,loughran,NA
benefitted,positive,loughran,NA
benefitting,positive,loughran,NA
best,positive,loughran,NA
better,positive,loughran,NA
bolstered,positive,loughran,NA
bolstering,positive,loughran,NA
bolsters,positive,loughran,NA
boom,positive,loughran,NA
booming,positive,loughran,NA
boost,positive,loughran,NA
boosted,positive,loughran,NA
breakthrough,positive,loughran,NA
breakthroughs,positive,loughran,NA
brilliant,positive,loughran,NA
charitable,positive,loughran,NA
collaborate,positive,loughran,NA
collaborated,positive,loughran,NA
collaborates,positive,loughran,NA
collaborating,positive,loughran,NA
collaboration,positive,loughran,NA
collaborations,positive,loughran,NA
collaborative,positive,loughran,NA
collaborator,positive,loughran,NA
collaborators,positive,loughran,NA
compliment,positive,loughran,NA
complimentary,positive,loughran,NA
complimented,positive,loughran,NA
complimenting,positive,loughran,NA
compliments,positive,loughran,NA
conclusive,positive,loughran,NA
conclusively,positive,loughran,NA
conducive,positive,loughran,NA
confident,positive,loughran,NA
constructive,positive,loughran,NA
constructively,positive,loughran,NA
courteous,positive,loughran,NA
creative,positive,loughran,NA
creatively,positive,loughran,NA
creativeness,positive,loughran,NA
creativity,positive,loughran,NA
delight,positive,loughran,NA
delighted,positive,loughran,NA
delightful,positive,loughran,NA
delightfully,positive,loughran,NA
delighting,positive,loughran,NA
delights,positive,loughran,NA
dependability,positive,loughran,NA
dependable,positive,loughran,NA
desirable,positive,loughran,NA
desired,positive,loughran,NA
despite,positive,loughran,NA
destined,positive,loughran,NA
diligent,positive,loughran,NA
diligently,positive,loughran,NA
distinction,positive,loughran,NA
distinctions,positive,loughran,NA
distinctive,positive,loughran,NA
distinctively,positive,loughran,NA
distinctiveness,positive,loughran,NA
dream,positive,loughran,NA
easier,positive,loughran,NA
easily,positive,loughran,NA
easy,positive,loughran,NA
effective,positive,loughran,NA
efficiencies,positive,loughran,NA
efficiency,positive,loughran,NA
efficient,positive,loughran,NA
efficiently,positive,loughran,NA
empower,positive,loughran,NA
empowered,positive,loughran,NA
empowering,positive,loughran,NA
empowers,positive,loughran,NA
enable,positive,loughran,NA
enabled,positive,loughran,NA
enables,positive,loughran,NA
enabling,positive,loughran,NA
encouraged,positive,loughran,NA
encouragement,positive,loughran,NA
encourages,positive,loughran,NA
encouraging,positive,loughran,NA
enhance,positive,loughran,NA
enhanced,positive,loughran,NA
enhancement,positive,loughran,NA
enhancements,positive,loughran,NA
enhances,positive,loughran,NA
enhancing,positive,loughran,NA
enjoy,positive,loughran,NA
enjoyable,positive,loughran,NA
enjoyably,positive,loughran,NA
enjoyed,positive,loughran,NA
enjoying,positive,loughran,NA
enjoyment,positive,loughran,NA
enjoys,positive,loughran,NA
enthusiasm,positive,loughran,NA
enthusiastic,positive,loughran,NA
enthusiastically,positive,loughran,NA
excellence,positive,loughran,NA
excellent,positive,loughran,NA
excelling,positive,loughran,NA
excels,positive,loughran,NA
exceptional,positive,loughran,NA
exceptionally,positive,loughran,NA
excited,positive,loughran,NA
excitement,positive,loughran,NA
exciting,positive,loughran,NA
exclusive,positive,loughran,NA
exclusively,positive,loughran,NA
exclusiveness,positive,loughran,NA
exclusives,positive,loughran,NA
exclusivity,positive,loughran,NA
exemplary,positive,loughran,NA
fantastic,positive,loughran,NA
favorable,positive,loughran,NA
favorably,positive,loughran,NA
favored,positive,loughran,NA
favoring,positive,loughran,NA
favorite,positive,loughran,NA
favorites,positive,loughran,NA
friendly,positive,loughran,NA
gain,positive,loughran,NA
gained,positive,loughran,NA
gaining,positive,loughran,NA
gains,positive,loughran,NA
good,positive,loughran,NA
great,positive,loughran,NA
greater,positive,loughran,NA
greatest,positive,loughran,NA
greatly,positive,loughran,NA
greatness,positive,loughran,NA
happiest,positive,loughran,NA
happily,positive,loughran,NA
happiness,positive,loughran,NA
happy,positive,loughran,NA
highest,positive,loughran,NA
honor,positive,loughran,NA
honorable,positive,loughran,NA
honored,positive,loughran,NA
honoring,positive,loughran,NA
honors,positive,loughran,NA
ideal,positive,loughran,NA
impress,positive,loughran,NA
impressed,positive,loughran,NA
impresses,positive,loughran,NA
impressing,positive,loughran,NA
impressive,positive,loughran,NA
impressively,positive,loughran,NA
improve,positive,loughran,NA
improved,positive,loughran,NA
improvement,positive,loughran,NA
improvements,positive,loughran,NA
improves,positive,loughran,NA
improving,positive,loughran,NA
incredible,positive,loughran,NA
incredibly,positive,loughran,NA
influential,positive,loughran,NA
informative,positive,loughran,NA
ingenuity,positive,loughran,NA
innovate,positive,loughran,NA
innovated,positive,loughran,NA
innovates,positive,loughran,NA
innovating,positive,loughran,NA
innovation,positive,loughran,NA
innovations,positive,loughran,NA
innovative,positive,loughran,NA
innovativeness,positive,loughran,NA
innovator,positive,loughran,NA
innovators,positive,loughran,NA
insightful,positive,loughran,NA
inspiration,positive,loughran,NA
inspirational,positive,loughran,NA
integrity,positive,loughran,NA
invent,positive,loughran,NA
invented,positive,loughran,NA
inventing,positive,loughran,NA
invention,positive,loughran,NA
inventions,positive,loughran,NA
inventive,positive,loughran,NA
inventiveness,positive,loughran,NA
inventor,positive,loughran,NA
inventors,positive,loughran,NA
leadership,positive,loughran,NA
leading,positive,loughran,NA
loyal,positive,loughran,NA
lucrative,positive,loughran,NA
meritorious,positive,loughran,NA
opportunities,positive,loughran,NA
opportunity,positive,loughran,NA
optimistic,positive,loughran,NA
outperform,positive,loughran,NA
outperformed,positive,loughran,NA
outperforming,positive,loughran,NA
outperforms,positive,loughran,NA
perfect,positive,loughran,NA
perfected,positive,loughran,NA
perfectly,positive,loughran,NA
perfects,positive,loughran,NA
pleasant,positive,loughran,NA
pleasantly,positive,loughran,NA
pleased,positive,loughran,NA
pleasure,positive,loughran,NA
plentiful,positive,loughran,NA
popular,positive,loughran,NA
popularity,positive,loughran,NA
positive,positive,loughran,NA
positively,positive,loughran,NA
preeminence,positive,loughran,NA
preeminent,positive,loughran,NA
premier,positive,loughran,NA
premiere,positive,loughran,NA
prestige,positive,loughran,NA
prestigious,positive,loughran,NA
proactive,positive,loughran,NA
proactively,positive,loughran,NA
proficiency,positive,loughran,NA
proficient,positive,loughran,NA
proficiently,positive,loughran,NA
profitability,positive,loughran,NA
profitable,positive,loughran,NA
profitably,positive,loughran,NA
progress,positive,loughran,NA
progressed,positive,loughran,NA
progresses,positive,loughran,NA
progressing,positive,loughran,NA
prospered,positive,loughran,NA
prospering,positive,loughran,NA
prosperity,positive,loughran,NA
prosperous,positive,loughran,NA
prospers,positive,loughran,NA
rebound,positive,loughran,NA
rebounded,positive,loughran,NA
rebounding,positive,loughran,NA
receptive,positive,loughran,NA
regain,positive,loughran,NA
regained,positive,loughran,NA
regaining,positive,loughran,NA
resolve,positive,loughran,NA
revolutionize,positive,loughran,NA
revolutionized,positive,loughran,NA
revolutionizes,positive,loughran,NA
revolutionizing,positive,loughran,NA
reward,positive,loughran,NA
rewarded,positive,loughran,NA
rewarding,positive,loughran,NA
rewards,positive,loughran,NA
satisfaction,positive,loughran,NA
satisfactorily,positive,loughran,NA
satisfactory,positive,loughran,NA
satisfied,positive,loughran,NA
satisfies,positive,loughran,NA
satisfy,positive,loughran,NA
satisfying,positive,loughran,NA
smooth,positive,loughran,NA
smoothing,positive,loughran,NA
smoothly,positive,loughran,NA
smooths,positive,loughran,NA
solves,positive,loughran,NA
solving,positive,loughran,NA
spectacular,positive,loughran,NA
spectacularly,positive,loughran,NA
stability,positive,loughran,NA
stabilization,positive,loughran,NA
stabilizations,positive,loughran,NA
stabilize,positive,loughran,NA
stabilized,positive,loughran,NA
stabilizes,positive,loughran,NA
stabilizing,positive,loughran,NA
stable,positive,loughran,NA
strength,positive,loughran,NA
strengthen,positive,loughran,NA
strengthened,positive,loughran,NA
strengthening,positive,loughran,NA
strengthens,positive,loughran,NA
strengths,positive,loughran,NA
strong,positive,loughran,NA
stronger,positive,loughran,NA
strongest,positive,loughran,NA
succeed,positive,loughran,NA
succeeded,positive,loughran,NA
succeeding,positive,loughran,NA
succeeds,positive,loughran,NA
success,positive,loughran,NA
successes,positive,loughran,NA
successful,positive,loughran,NA
successfully,positive,loughran,NA
superior,positive,loughran,NA
surpass,positive,loughran,NA
surpassed,positive,loughran,NA
surpasses,positive,loughran,NA
surpassing,positive,loughran,NA
transparency,positive,loughran,NA
tremendous,positive,loughran,NA
tremendously,positive,loughran,NA
unmatched,positive,loughran,NA
unparalleled,positive,loughran,NA
unsurpassed,positive,loughran,NA
upturn,positive,loughran,NA
upturns,positive,loughran,NA
valuable,positive,loughran,NA
versatile,positive,loughran,NA
versatility,positive,loughran,NA
vibrancy,positive,loughran,NA
vibrant,positive,loughran,NA
win,positive,loughran,NA
winner,positive,loughran,NA
winners,positive,loughran,NA
winning,positive,loughran,NA
worthy,positive,loughran,NA
abeyance,uncertainty,loughran,NA
abeyances,uncertainty,loughran,NA
almost,uncertainty,loughran,NA
alteration,uncertainty,loughran,NA
alterations,uncertainty,loughran,NA
ambiguities,uncertainty,loughran,NA
ambiguity,uncertainty,loughran,NA
ambiguous,uncertainty,loughran,NA
anomalies,uncertainty,loughran,NA
anomalous,uncertainty,loughran,NA
anomalously,uncertainty,loughran,NA
anomaly,uncertainty,loughran,NA
anticipate,uncertainty,loughran,NA
anticipated,uncertainty,loughran,NA
anticipates,uncertainty,loughran,NA
anticipating,uncertainty,loughran,NA
anticipation,uncertainty,loughran,NA
anticipations,uncertainty,loughran,NA
apparent,uncertainty,loughran,NA
apparently,uncertainty,loughran,NA
appear,uncertainty,loughran,NA
appeared,uncertainty,loughran,NA
appearing,uncertainty,loughran,NA
appears,uncertainty,loughran,NA
approximate,uncertainty,loughran,NA
approximated,uncertainty,loughran,NA
approximately,uncertainty,loughran,NA
approximates,uncertainty,loughran,NA
approximating,uncertainty,loughran,NA
approximation,uncertainty,loughran,NA
approximations,uncertainty,loughran,NA
arbitrarily,uncertainty,loughran,NA
arbitrariness,uncertainty,loughran,NA
arbitrary,uncertainty,loughran,NA
assume,uncertainty,loughran,NA
assumed,uncertainty,loughran,NA
assumes,uncertainty,loughran,NA
assuming,uncertainty,loughran,NA
assumption,uncertainty,loughran,NA
assumptions,uncertainty,loughran,NA
believe,uncertainty,loughran,NA
believed,uncertainty,loughran,NA
believes,uncertainty,loughran,NA
believing,uncertainty,loughran,NA
cautious,uncertainty,loughran,NA
cautiously,uncertainty,loughran,NA
cautiousness,uncertainty,loughran,NA
clarification,uncertainty,loughran,NA
clarifications,uncertainty,loughran,NA
conceivable,uncertainty,loughran,NA
conceivably,uncertainty,loughran,NA
conditional,uncertainty,loughran,NA
conditionally,uncertainty,loughran,NA
confuses,uncertainty,loughran,NA
confusing,uncertainty,loughran,NA
confusingly,uncertainty,loughran,NA
confusion,uncertainty,loughran,NA
contingencies,uncertainty,loughran,NA
contingency,uncertainty,loughran,NA
contingent,uncertainty,loughran,NA
contingently,uncertainty,loughran,NA
contingents,uncertainty,loughran,NA
could,uncertainty,loughran,NA
crossroad,uncertainty,loughran,NA
crossroads,uncertainty,loughran,NA
depend,uncertainty,loughran,NA
depended,uncertainty,loughran,NA
dependence,uncertainty,loughran,NA
dependencies,uncertainty,loughran,NA
dependency,uncertainty,loughran,NA
dependent,uncertainty,loughran,NA
depending,uncertainty,loughran,NA
depends,uncertainty,loughran,NA
destabilizing,uncertainty,loughran,NA
deviate,uncertainty,loughran,NA
deviated,uncertainty,loughran,NA
deviates,uncertainty,loughran,NA
deviating,uncertainty,loughran,NA
deviation,uncertainty,loughran,NA
deviations,uncertainty,loughran,NA
differ,uncertainty,loughran,NA
differed,uncertainty,loughran,NA
differing,uncertainty,loughran,NA
differs,uncertainty,loughran,NA
doubt,uncertainty,loughran,NA
doubted,uncertainty,loughran,NA
doubtful,uncertainty,loughran,NA
doubts,uncertainty,loughran,NA
exposure,uncertainty,loughran,NA
exposures,uncertainty,loughran,NA
fluctuate,uncertainty,loughran,NA
fluctuated,uncertainty,loughran,NA
fluctuates,uncertainty,loughran,NA
fluctuating,uncertainty,loughran,NA
fluctuation,uncertainty,loughran,NA
fluctuations,uncertainty,loughran,NA
hidden,uncertainty,loughran,NA
hinges,uncertainty,loughran,NA
imprecise,uncertainty,loughran,NA
imprecision,uncertainty,loughran,NA
imprecisions,uncertainty,loughran,NA
improbability,uncertainty,loughran,NA
improbable,uncertainty,loughran,NA
incompleteness,uncertainty,loughran,NA
indefinite,uncertainty,loughran,NA
indefinitely,uncertainty,loughran,NA
indefiniteness,uncertainty,loughran,NA
indeterminable,uncertainty,loughran,NA
indeterminate,uncertainty,loughran,NA
inexact,uncertainty,loughran,NA
inexactness,uncertainty,loughran,NA
instabilities,uncertainty,loughran,NA
instability,uncertainty,loughran,NA
intangible,uncertainty,loughran,NA
intangibles,uncertainty,loughran,NA
likelihood,uncertainty,loughran,NA
may,uncertainty,loughran,NA
maybe,uncertainty,loughran,NA
might,uncertainty,loughran,NA
nearly,uncertainty,loughran,NA
nonassessable,uncertainty,loughran,NA
occasionally,uncertainty,loughran,NA
ordinarily,uncertainty,loughran,NA
pending,uncertainty,loughran,NA
perhaps,uncertainty,loughran,NA
possibilities,uncertainty,loughran,NA
possibility,uncertainty,loughran,NA
possible,uncertainty,loughran,NA
possibly,uncertainty,loughran,NA
precaution,uncertainty,loughran,NA
precautionary,uncertainty,loughran,NA
precautions,uncertainty,loughran,NA
predict,uncertainty,loughran,NA
predictability,uncertainty,loughran,NA
predicted,uncertainty,loughran,NA
predicting,uncertainty,loughran,NA
prediction,uncertainty,loughran,NA
predictions,uncertainty,loughran,NA
predictive,uncertainty,loughran,NA
predictor,uncertainty,loughran,NA
predictors,uncertainty,loughran,NA
predicts,uncertainty,loughran,NA
