word,sentiment,lexicon,score
regulations,litigious,loughran,NA
regulative,litigious,loughran,NA
regulator,litigious,loughran,NA
regulators,litigious,loughran,NA
regulatory,litigious,loughran,NA
rehear,litigious,loughran,NA
reheard,litigious,loughran,NA
rehearing,litigious,loughran,NA
rehearings,litigious,loughran,NA
releasees,litigious,loughran,NA
remand,litigious,loughran,NA
remanded,litigious,loughran,NA
remanding,litigious,loughran,NA
remands,litigious,loughran,NA
remediate,litigious,loughran,NA
remediated,litigious,loughran,NA
remediating,litigious,loughran,NA
remediation,litigious,loughran,NA
remediations,litigious,loughran,NA
remedied,litigious,loughran,NA
remised,litigious,loughran,NA
repledged,litigious,loughran,NA
replevin,litigious,loughran,NA
requester,litigious,loughran,NA
requestor,litigious,loughran,NA
reregulation,litigious,loughran,NA
rescind,litigious,loughran,NA
rescinded,litigious,loughran,NA
rescinding,litigious,loughran,NA
rescinds,litigious,loughran,NA
rescission,litigious,loughran,NA
rescissions,litigious,loughran,NA
restitutionary,litigious,loughran,NA
retendering,litigious,loughran,NA
retrocede,litigious,loughran,NA
retroceded,litigious,loughran,NA
retrocessionaires,litigious,loughran,NA
revocability,litigious,loughran,NA
revocation,litigious,loughran,NA
revocations,litigious,loughran,NA
ruling,litigious,loughran,NA
rulings,litigious,loughran,NA
sentenced,litigious,loughran,NA
sentencing,litigious,loughran,NA
sequestrator,litigious,loughran,NA
settlement,litigious,loughran,NA
settlements,litigious,loughran,NA
severability,litigious,loughran,NA
severable,litigious,loughran,NA
severally,litigious,loughran,NA
severance,litigious,loughran,NA
severances,litigious,loughran,NA
shall,litigious,loughran,NA
statute,litigious,loughran,NA
statutes,litigious,loughran,NA
statutorily,litigious,loughran,NA
statutory,litigious,loughran,NA
subclause,litigious,loughran,NA
subclauses,litigious,loughran,NA
subdocket,litigious,loughran,NA
subleasee,litigious,loughran,NA
subleasehold,litigious,loughran,NA
sublessors,litigious,loughran,NA
sublicensee,litigious,loughran,NA
sublicensor,litigious,loughran,NA
subparagraph,litigious,loughran,NA
subparagraphs,litigious,loughran,NA
subpoena,litigious,loughran,NA
subpoenaed,litigious,loughran,NA
subpoenas,litigious,loughran,NA
subrogated,litigious,loughran,NA
subrogation,litigious,loughran,NA
subtrust,litigious,loughran,NA
subtrusts,litigious,loughran,NA
sue,litigious,loughran,NA
sued,litigious,loughran,NA
sues,litigious,loughran,NA
suing,litigious,loughran,NA
summoned,litigious,loughran,NA
summoning,litigious,loughran,NA
summons,litigious,loughran,NA
summonses,litigious,loughran,NA
supersede,litigious,loughran,NA
supersedeas,litigious,loughran,NA
superseded,litigious,loughran,NA
supersedes,litigious,loughran,NA
superseding,litigious,loughran,NA
sureties,litigious,loughran,NA
surety,litigious,loughran,NA
tenantability,litigious,loughran,NA
terminable,litigious,loughran,NA
terminus,litigious,loughran,NA
testamentary,litigious,loughran,NA
testify,litigious,loughran,NA
testifying,litigious,loughran,NA
testimony,litigious,loughran,NA
thence,litigious,loughran,NA
thenceforth,litigious,loughran,NA
thenceforward,litigious,loughran,NA
thereafter,litigious,loughran,NA
thereat,litigious,loughran,NA
therefrom,litigious,loughran,NA
therein,litigious,loughran,NA
thereinafter,litigious,loughran,NA
thereof,litigious,loughran,NA
thereon,litigious,loughran,NA
thereover,litigious,loughran,NA
thereto,litigious,loughran,NA
theretofor,litigious,loughran,NA
theretofore,litigious,loughran,NA
thereunder,litigious,loughran,NA
thereunto,litigious,loughran,NA
thereupon,litigious,loughran,NA
therewith,litigious,loughran,NA
tort,litigious,loughran,NA
tortious,litigious,loughran,NA
tortiously,litigious,loughran,NA
torts,litigious,loughran,NA
transferor,litigious,loughran,NA
transferors,litigious,loughran,NA
unappealable,litigious,loughran,NA
unappealed,litigious,loughran,NA
unconstitutional,litigious,loughran,NA
unconstitutionality,litigious,loughran,NA
unconstitutionally,litigious,loughran,NA
uncontracted,litigious,loughran,NA
undefeased,litigious,loughran,NA
undischarged,litigious,loughran,NA
unencumber,litigious,loughran,NA
unencumbered,litigious,loughran,NA
unenforceability,litigious,loughran,NA
unenforceable,litigious,loughran,NA
unlawful,litigious,loughran,NA
unlawfully,litigious,loughran,NA
unlawfulness,litigious,loughran,NA
unremediated,litigious,loughran,NA
unstayed,litigious,loughran,NA
unto,litigious,loughran,NA
usurious,litigious,loughran,NA
usurp,litigious,loughran,NA
usurpation,litigious,loughran,NA
usurped,litigious,loughran,NA
usurping,litigious,loughran,NA
usurps,litigious,loughran,NA
usury,litigious,loughran,NA
vendee,litigious,loughran,NA
vendees,litigious,loughran,NA
verdict,litigious,loughran,NA
verdicts,litigious,loughran,NA
viatical,litigious,loughran,NA
violative,litigious,loughran,NA
voidable,litigious,loughran,NA
voided,litigious,loughran,NA
voiding,litigious,loughran,NA
warrantees,litigious,loughran,NA
warrantor,litigious,loughran,NA
whatever,litigious,loughran,NA
whatsoever,litigious,loughran,NA
whensoever,litigious,loughran,NA
whereabouts,litigious,loughran,NA
whereas,litigious,loughran,NA
whereat,litigious,loughran,NA
whereby,litigious,loughran,NA
wherefore,litigious,loughran,NA
wherein,litigious,loughran,NA
whereof,litigious,loughran,NA
whereon,litigious,loughran,NA
whereto,litigious,loughran,NA
whereunder,litigious,loughran,NA
whereupon,litigious,loughran,NA
wherewith,litigious,loughran,NA
whistleblowers,litigious,loughran,NA
whomever,litigious,loughran,NA
whomsoever,litigious,loughran,NA
whosoever,litigious,loughran,NA
wilful,litigious,loughran,NA
willful,litigious,loughran,NA
willfully,litigious,loughran,NA
willfulness,litigious,loughran,NA
witness,litigious,loughran,NA
witnesses,litigious,loughran,NA
writ,litigious,loughran,NA
writs,litigious,loughran,NA
abide,constraining,loughran,NA
abiding,constraining,loughran,NA
bound,constraining,loughran,NA
bounded,constraining,loughran,NA
commit,constraining,loughran,NA
commitment,constraining,loughran,NA
commitments,constraining,loughran,NA
commits,constraining,loughran,NA
committed,constraining,loughran,NA
committing,constraining,loughran,NA
compel,constraining,loughran,NA
compelled,constraining,loughran,NA
compelling,constraining,loughran,NA
compels,constraining,loughran,NA
comply,constraining,loughran,NA
compulsion,constraining,loughran,NA
compulsory,constraining,loughran,NA
confine,constraining,loughran,NA
confined,constraining,loughran,NA
confinement,constraining,loughran,NA
confines,constraining,loughran,NA
confining,constraining,loughran,NA
constrain,constraining,loughran,NA
constrained,constraining,loughran,NA
constraining,constraining,loughran,NA
constrains,constraining,loughran,NA
constraint,constraining,loughran,NA
constraints,constraining,loughran,NA
covenant,constraining,loughran,NA
covenanted,constraining,loughran,NA
covenanting,constraining,loughran,NA
covenants,constraining,loughran,NA
depend,constraining,loughran,NA
dependance,constraining,loughran,NA
dependances,constraining,loughran,NA
dependant,constraining,loughran,NA
dependencies,constraining,loughran,NA
dependent,constraining,loughran,NA
depending,constraining,loughran,NA
depends,constraining,loughran,NA
dictate,constraining,loughran,NA
dictated,constraining,loughran,NA
dictates,constraining,loughran,NA
dictating,constraining,loughran,NA
directive,constraining,loughran,NA
directives,constraining,loughran,NA
earmark,constraining,loughran,NA
earmarked,constraining,loughran,NA
earmarking,constraining,loughran,NA
earmarks,constraining,loughran,NA
encumber,constraining,loughran,NA
encumbered,constraining,loughran,NA
encumbering,constraining,loughran,NA
encumbers,constraining,loughran,NA
encumbrance,constraining,loughran,NA
encumbrances,constraining,loughran,NA
entail,constraining,loughran,NA
entailed,constraining,loughran,NA
entailing,constraining,loughran,NA
entails,constraining,loughran,NA
entrench,constraining,loughran,NA
entrenched,constraining,loughran,NA
escrow,constraining,loughran,NA
escrowed,constraining,loughran,NA
escrows,constraining,loughran,NA
forbade,constraining,loughran,NA
forbid,constraining,loughran,NA
forbidden,constraining,loughran,NA
forbidding,constraining,loughran,NA
forbids,constraining,loughran,NA
impair,constraining,loughran,NA
impaired,constraining,loughran,NA
impairing,constraining,loughran,NA
impairment,constraining,loughran,NA
impairments,constraining,loughran,NA
impairs,constraining,loughran,NA
impose,constraining,loughran,NA
imposed,constraining,loughran,NA
imposes,constraining,loughran,NA
imposing,constraining,loughran,NA
imposition,constraining,loughran,NA
impositions,constraining,loughran,NA
indebted,constraining,loughran,NA
inhibit,constraining,loughran,NA
inhibited,constraining,loughran,NA
inhibiting,constraining,loughran,NA
inhibits,constraining,loughran,NA
insist,constraining,loughran,NA
insisted,constraining,loughran,NA
insistence,constraining,loughran,NA
insisting,constraining,loughran,NA
insists,constraining,loughran,NA
irrevocable,constraining,loughran,NA
irrevocably,constraining,loughran,NA
limit,constraining,loughran,NA
limiting,constraining,loughran,NA
limits,constraining,loughran,NA
mandate,constraining,loughran,NA
mandated,constraining,loughran,NA
mandates,constraining,loughran,NA
mandating,constraining,loughran,NA
mandatory,constraining,loughran,NA
manditorily,constraining,loughran,NA
necessitate,constraining,loughran,NA
necessitated,constraining,loughran,NA
necessitates,constraining,loughran,NA
necessitating,constraining,loughran,NA
noncancelable,constraining,loughran,NA
noncancellable,constraining,loughran,NA
obligate,constraining,loughran,NA
obligated,constraining,loughran,NA
obligates,constraining,loughran,NA
obligating,constraining,loughran,NA
obligation,constraining,loughran,NA
obligations,constraining,loughran,NA
obligatory,constraining,loughran,NA
oblige,constraining,loughran,NA
obliged,constraining,loughran,NA
obliges,constraining,loughran,NA
permissible,constraining,loughran,NA
permission,constraining,loughran,NA
permissions,constraining,loughran,NA
permitted,constraining,loughran,NA
permitting,constraining,loughran,NA
pledge,constraining,loughran,NA
pledged,constraining,loughran,NA
pledges,constraining,loughran,NA
pledging,constraining,loughran,NA
preclude,constraining,loughran,NA
precluded,constraining,loughran,NA
precludes,constraining,loughran,NA
precluding,constraining,loughran,NA
precondition,constraining,loughran,NA
preconditions,constraining,loughran,NA
preset,constraining,loughran,NA
prevent,constraining,loughran,NA
prevented,constraining,loughran,NA
preventing,constraining,loughran,NA
prevents,constraining,loughran,NA
prohibit,constraining,loughran,NA
prohibited,constraining,loughran,NA
prohibiting,constraining,loughran,NA
prohibition,constraining,loughran,NA
prohibitions,constraining,loughran,NA
prohibitive,constraining,loughran,NA
prohibitively,constraining,loughran,NA
prohibitory,constraining,loughran,NA
prohibits,constraining,loughran,NA
refrain,constraining,loughran,NA
refraining,constraining,loughran,NA
refrains,constraining,loughran,NA
require,constraining,loughran,NA
required,constraining,loughran,NA
requirement,constraining,loughran,NA
requirements,constraining,loughran,NA
requires,constraining,loughran,NA
requiring,constraining,loughran,NA
restrain,constraining,loughran,NA
restrained,constraining,loughran,NA
restraining,constraining,loughran,NA
restrains,constraining,loughran,NA
restraint,constraining,loughran,NA
restraints,constraining,loughran,NA
restrict,constraining,loughran,NA
restricted,constraining,loughran,NA
restricting,constraining,loughran,NA
restriction,constraining,loughran,NA
restrictions,constraining,loughran,NA
restrictive,constraining,loughran,NA
restrictively,constraining,loughran,NA
restrictiveness,constraining,loughran,NA
restricts,constraining,loughran,NA
stipulate,constraining,loughran,NA
stipulated,constraining,loughran,NA
stipulates,constraining,loughran,NA
stipulating,constraining,loughran,NA
stipulation,constraining,loughran,NA
stipulations,constraining,loughran,NA
strict,constraining,loughran,NA
stricter,constraining,loughran,NA
strictest,constraining,loughran,NA
strictly,constraining,loughran,NA
unavailability,constraining,loughran,NA
unavailable,constraining,loughran,NA
aegis,superfluous,loughran,NA
amorphous,superfluous,loughran,NA
anticipatory,superfluous,loughran,NA
appertaining,superfluous,loughran,NA
assimilate,superfluous,loughran,NA
assimilating,superfluous,loughran,NA
assimilation,superfluous,loughran,NA
bifurcated,superfluous,loughran,NA
bifurcation,superfluous,loughran,NA
cessions,superfluous,loughran,NA
cognizable,superfluous,loughran,NA
concomitant,superfluous,loughran,NA
correlative,superfluous,loughran,NA
deconsolidation,superfluous,loughran,NA
delineation,superfluous,loughran,NA
demonstrable,superfluous,loughran,NA
demonstrably,superfluous,loughran,NA
derecognized,superfluous,loughran,NA
derecognizes,superfluous,loughran,NA
derivatively,superfluous,loughran,NA
effectuate,superfluous,loughran,NA
effectuated,superfluous,loughran,NA
effectuates,superfluous,loughran,NA
effectuating,superfluous,loughran,NA
effectuation,superfluous,loughran,NA
efficacious,superfluous,loughran,NA
efficacy,superfluous,loughran,NA
exigent,superfluous,loughran,NA
expeditiously,superfluous,loughran,NA
extant,superfluous,loughran,NA
furthermore,superfluous,loughran,NA
germane,superfluous,loughran,NA
howsoever,superfluous,loughran,NA
impost,superfluous,loughran,NA
imposts,superfluous,loughran,NA
imputation,superfluous,loughran,NA
imputed,superfluous,loughran,NA
investigatory,superfluous,loughran,NA
mandatorily,superfluous,loughran,NA
nonetheless,superfluous,loughran,NA
obviate,superfluous,loughran,NA
plenary,superfluous,loughran,NA
preponderance,superfluous,loughran,NA
presumptive,superfluous,loughran,NA
propagation,superfluous,loughran,NA
proscribe,superfluous,loughran,NA
putative,superfluous,loughran,NA
recharacterization,superfluous,loughran,NA
redetermination,superfluous,loughran,NA
redetermined,superfluous,loughran,NA
stratum,superfluous,loughran,NA
superannuation,superfluous,loughran,NA
theses,superfluous,loughran,NA
ubiquitous,superfluous,loughran,NA
wheresoever,superfluous,loughran,NA
whilst,superfluous,loughran,NA
